physical_quantity,power,energy,voltage
01-01-2012 00:26,26,756,625
01-01-2012 00:26,534,730,997
01-01-2012 00:26,329,719,369
01-01-2012 00:26,197,512,856
01-01-2012 00:26,816,272,800
01-01-2012 00:26,31,13,771
01-01-2012 00:26,991,254,573
01-01-2012 00:26,272,216,762
01-01-2012 00:26,114,397,901
01-01-2012 00:26,522,667,8
01-01-2012 00:26,583,157,315
01-01-2012 00:26,427,933,463
01-01-2012 00:26,63,467,73
01-01-2012 00:26,829,948,226
01-01-2012 00:26,390,190,265
01-01-2012 00:26,20,349,491
01-01-2012 00:26,965,161,267
01-01-2012 00:26,105,202,182
01-01-2012 00:26,579,342,160
01-01-2012 00:26,800,397,385
01-01-2012 00:26,258,51,491
01-01-2012 00:26,657,546,500
01-01-2012 00:26,963,519,710
01-01-2012 00:26,804,811,153
01-01-2012 00:26,522,56,753
01-01-2012 00:26,976,380,324
01-01-2012 00:26,365,497,460
01-01-2012 00:26,531,482,209
01-01-2012 00:26,141,76,213
01-01-2012 00:26,524,309,4
01-01-2012 00:26,621,756,984
01-01-2012 00:26,782,747,886
01-01-2012 00:26,974,526,469
01-01-2012 00:26,547,340,912
01-01-2012 00:26,12,314,605
01-01-2012 00:26,271,699,655
01-01-2012 00:26,433,877,98
01-01-2012 00:26,623,560,257
01-01-2012 00:26,903,623,90
01-01-2012 00:26,228,580,731
01-01-2012 00:26,569,873,360
01-01-2012 00:26,237,435,132
01-01-2012 00:26,150,425,229
01-01-2012 00:26,457,627,409
01-01-2012 00:26,454,721,338
01-01-2012 00:26,897,344,43
01-01-2012 00:26,855,755,376
01-01-2012 00:26,194,63,502
01-01-2012 00:26,709,986,84
01-01-2012 00:26,382,17,416
01-01-2012 00:26,251,173,591
01-01-2012 00:27,568,468,612
01-01-2012 00:27,193,50,172
01-01-2012 00:27,769,678,898
01-01-2012 00:27,79,244,283
01-01-2012 00:27,411,864,158
01-01-2012 00:27,939,659,229
01-01-2012 00:27,522,489,611
01-01-2012 00:27,266,678,495
01-01-2012 00:27,133,191,446
01-01-2012 00:27,955,574,286
01-01-2012 00:27,372,165,226
01-01-2012 00:27,913,648,297
01-01-2012 00:27,496,795,194
01-01-2012 00:27,534,905,644
01-01-2012 00:27,257,920,571
01-01-2012 00:27,470,322,763
01-01-2012 00:27,436,272,168
01-01-2012 00:27,766,32,91
01-01-2012 00:27,772,249,616
01-01-2012 00:27,342,584,581
01-01-2012 00:27,901,495,328
01-01-2012 00:27,208,396,381
01-01-2012 00:27,2,712,653
01-01-2012 00:27,834,291,723
01-01-2012 00:27,173,593,128
01-01-2012 00:27,787,380,348
01-01-2012 00:27,599,895,479
01-01-2012 00:27,146,964,216
01-01-2012 00:27,983,679,891
01-01-2012 00:27,59,539,870
01-01-2012 00:27,760,793,410
01-01-2012 00:27,244,335,266
01-01-2012 00:27,346,283,743
01-01-2012 00:27,325,428,42
01-01-2012 00:27,507,654,0
01-01-2012 00:27,867,883,464
01-01-2012 00:27,519,764,151
01-01-2012 00:27,124,294,828
01-01-2012 00:27,177,214,930
01-01-2012 00:27,559,555,601
01-01-2012 00:27,586,91,197
01-01-2012 00:27,868,88,9
01-01-2012 00:27,224,628,42
01-01-2012 00:27,216,128,653
01-01-2012 00:27,138,409,294
01-01-2012 00:27,761,323,717
01-01-2012 00:27,859,572,314
01-01-2012 00:27,954,967,470
01-01-2012 00:27,283,871,341
01-01-2012 00:27,273,509,585
01-01-2012 00:27,611,646,15
01-01-2012 00:27,506,632,358
01-01-2012 00:27,376,492,569
01-01-2012 00:27,130,567,753
01-01-2012 00:27,872,754,515
01-01-2012 00:27,696,743,48
01-01-2012 00:27,334,482,773
01-01-2012 00:27,949,319,54
01-01-2012 00:27,897,144,365
01-01-2012 00:27,908,727,397
01-01-2012 00:28,952,647,713
01-01-2012 00:28,987,288,282
01-01-2012 00:28,641,568,611
01-01-2012 00:28,47,22,31
01-01-2012 00:28,330,919,756
01-01-2012 00:28,718,254,152
01-01-2012 00:28,189,213,470
01-01-2012 00:28,576,533,537
01-01-2012 00:28,595,457,396
01-01-2012 00:28,340,472,975
01-01-2012 00:28,142,324,407
01-01-2012 00:28,90,880,370
01-01-2012 00:28,172,929,423
01-01-2012 00:28,512,993,680
01-01-2012 00:28,25,715,712
01-01-2012 00:28,32,39,858
01-01-2012 00:28,902,371,342
01-01-2012 00:28,185,475,297
01-01-2012 00:28,96,974,226
01-01-2012 00:28,830,305,823
01-01-2012 00:28,152,596,836
01-01-2012 00:28,436,368,96
01-01-2012 00:28,983,695,670
01-01-2012 00:28,145,222,258
01-01-2012 00:28,97,279,424
01-01-2012 00:28,104,797,821
01-01-2012 00:28,202,862,281
01-01-2012 00:28,665,485,40
01-01-2012 00:28,676,409,787
01-01-2012 00:28,340,524,695
01-01-2012 00:28,493,303,721
01-01-2012 00:28,508,935,955
01-01-2012 00:28,89,762,449
01-01-2012 00:28,528,106,473
01-01-2012 00:28,933,414,596
01-01-2012 00:28,872,928,234
01-01-2012 00:28,715,453,854
01-01-2012 00:28,14,536,869
01-01-2012 00:28,350,177,454
01-01-2012 00:28,604,479,538
01-01-2012 00:28,263,827,452
01-01-2012 00:28,583,287,5
01-01-2012 00:28,667,530,117
01-01-2012 00:28,479,299,592
01-01-2012 00:28,599,458,651
01-01-2012 00:28,88,550,711
01-01-2012 00:28,952,218,327
01-01-2012 00:28,601,163,916
01-01-2012 00:28,913,16,279
01-01-2012 00:28,943,598,526
01-01-2012 00:28,295,844,953
01-01-2012 00:28,600,39,68
01-01-2012 00:28,678,772,141
01-01-2012 00:28,192,802,976
01-01-2012 00:28,235,88,723
01-01-2012 00:28,812,352,889
01-01-2012 00:28,976,223,794
01-01-2012 00:28,94,80,150
01-01-2012 00:28,840,4,229
01-01-2012 00:28,754,736,425
01-01-2012 00:29,948,507,567
01-01-2012 00:29,258,666,813
01-01-2012 00:29,21,446,316
01-01-2012 00:29,363,468,242
01-01-2012 00:29,303,908,733
01-01-2012 00:29,668,780,46
01-01-2012 00:29,978,24,379
01-01-2012 00:29,749,498,616
01-01-2012 00:29,563,101,652
01-01-2012 00:29,472,225,294
01-01-2012 00:29,795,496,427
01-01-2012 00:29,326,84,297
01-01-2012 00:29,629,792,962
01-01-2012 00:29,422,590,547
01-01-2012 00:29,976,364,53
01-01-2012 00:29,531,576,84
01-01-2012 00:29,683,588,832
01-01-2012 00:29,896,42,948
01-01-2012 00:29,499,827,410
01-01-2012 00:29,713,853,175
01-01-2012 00:29,450,819,300
01-01-2012 00:29,668,753,723
01-01-2012 00:29,401,908,13
01-01-2012 00:29,761,384,991
01-01-2012 00:29,975,276,154
01-01-2012 00:29,149,494,500
01-01-2012 00:29,202,573,713
01-01-2012 00:29,878,19,997
01-01-2012 00:29,544,497,924
01-01-2012 00:29,230,5,493
01-01-2012 00:29,510,379,442
01-01-2012 00:29,780,673,809
01-01-2012 00:29,907,20,389
01-01-2012 00:29,967,500,410
01-01-2012 00:29,721,96,981
01-01-2012 00:29,517,873,870
01-01-2012 00:29,400,198,315
01-01-2012 00:29,769,297,782
01-01-2012 00:29,744,487,158
01-01-2012 00:29,73,827,382
01-01-2012 00:29,235,962,704
01-01-2012 00:29,564,39,593
01-01-2012 00:29,107,695,232
01-01-2012 00:29,442,830,709
01-01-2012 00:29,830,871,440
01-01-2012 00:29,919,521,932
01-01-2012 00:29,967,472,361
01-01-2012 00:29,834,982,856
01-01-2012 00:29,177,53,422
01-01-2012 00:29,840,646,117
01-01-2012 00:29,991,533,711
01-01-2012 00:29,888,399,810
01-01-2012 00:29,728,405,494
01-01-2012 00:29,90,781,48
01-01-2012 00:29,654,611,716
01-01-2012 00:29,407,508,67
01-01-2012 00:29,788,666,478
01-01-2012 00:29,761,767,126
01-01-2012 00:29,18,657,382
01-01-2012 00:29,874,389,201
01-01-2012 00:30,583,659,515
01-01-2012 00:30,755,963,714
01-01-2012 00:30,455,978,864
01-01-2012 00:30,468,784,117
01-01-2012 00:30,308,869,340
01-01-2012 00:30,114,687,891
01-01-2012 00:30,505,10,953
01-01-2012 00:30,216,175,875
01-01-2012 00:30,896,363,278
01-01-2012 00:30,130,81,779
01-01-2012 00:30,892,746,325
01-01-2012 00:30,402,199,715
01-01-2012 00:30,598,7,259
01-01-2012 00:30,997,5,119
01-01-2012 00:30,568,794,444
01-01-2012 00:30,829,725,569
01-01-2012 00:30,532,953,904
01-01-2012 00:30,259,313,412
01-01-2012 00:30,171,718,284
01-01-2012 00:30,736,328,589
01-01-2012 00:30,36,726,508
01-01-2012 00:30,220,121,730
01-01-2012 00:30,133,322,934
01-01-2012 00:30,646,302,566
01-01-2012 00:30,857,522,658
01-01-2012 00:30,786,124,369
01-01-2012 00:30,820,973,836
01-01-2012 00:30,19,441,8
01-01-2012 00:30,881,126,650
01-01-2012 00:30,864,972,889
01-01-2012 00:30,554,936,579
01-01-2012 00:30,163,745,878
01-01-2012 00:30,155,599,758
01-01-2012 00:30,426,320,57
01-01-2012 00:30,338,889,725
01-01-2012 00:30,911,405,101
01-01-2012 00:30,437,87,278
01-01-2012 00:30,219,610,123
01-01-2012 00:30,451,898,40
01-01-2012 00:30,948,184,118
01-01-2012 00:30,671,815,784
01-01-2012 00:30,120,209,940
01-01-2012 00:30,777,222,625
01-01-2012 00:30,35,389,581
01-01-2012 00:30,280,568,15
01-01-2012 00:30,563,500,589
01-01-2012 00:30,834,554,820
01-01-2012 00:30,278,108,961
01-01-2012 00:30,185,881,832
01-01-2012 00:30,910,445,828
01-01-2012 00:30,844,206,1
01-01-2012 00:30,84,600,132
01-01-2012 00:30,282,184,337
01-01-2012 00:30,923,926,826
01-01-2012 00:30,926,853,411
01-01-2012 00:30,272,786,260
01-01-2012 00:30,950,623,463
01-01-2012 00:30,377,566,573
01-01-2012 00:30,878,478,337
01-01-2012 00:30,704,112,355
01-01-2012 00:31,206,570,895
01-01-2012 00:31,624,67,42
01-01-2012 00:31,866,534,638
01-01-2012 00:31,30,872,74
01-01-2012 00:31,730,381,252
01-01-2012 00:31,937,37,324
01-01-2012 00:31,762,532,140
01-01-2012 00:31,587,951,401
01-01-2012 00:31,344,112,627
01-01-2012 00:31,136,84,461
01-01-2012 00:31,234,700,398
01-01-2012 00:31,492,419,55
01-01-2012 00:31,585,60,943
01-01-2012 00:31,123,430,229
01-01-2012 00:31,67,630,442
01-01-2012 00:31,875,446,207
01-01-2012 00:31,244,366,888
01-01-2012 00:31,304,486,181
01-01-2012 00:31,749,492,96
01-01-2012 00:31,741,586,453
01-01-2012 00:31,219,329,479
01-01-2012 00:31,56,393,719
01-01-2012 00:31,378,262,157
01-01-2012 00:31,416,131,516
01-01-2012 00:31,402,312,394
01-01-2012 00:31,951,756,739
01-01-2012 00:31,289,394,166
01-01-2012 00:31,886,590,836
01-01-2012 00:31,326,458,350
01-01-2012 00:31,852,338,140
01-01-2012 00:31,605,886,277
01-01-2012 00:31,615,270,337
01-01-2012 00:31,674,593,748
01-01-2012 00:31,710,542,66
01-01-2012 00:31,226,967,156
01-01-2012 00:31,293,846,65
01-01-2012 00:31,837,110,716
01-01-2012 00:31,398,911,726
01-01-2012 00:31,879,614,166
01-01-2012 00:31,315,821,44
01-01-2012 00:31,597,593,771
01-01-2012 00:31,291,979,973
01-01-2012 00:31,83,138,640
01-01-2012 00:31,837,783,365
01-01-2012 00:31,566,180,611
01-01-2012 00:31,63,23,574
01-01-2012 00:31,842,65,855
01-01-2012 00:31,307,259,705
01-01-2012 00:31,935,712,551
01-01-2012 00:31,978,166,465
01-01-2012 00:31,648,891,683
01-01-2012 00:31,924,380,208
01-01-2012 00:31,743,434,900
01-01-2012 00:31,934,986,43
01-01-2012 00:31,654,504,490
01-01-2012 00:31,216,829,84
01-01-2012 00:31,39,794,726
01-01-2012 00:31,401,461,908
01-01-2012 00:31,936,724,563
01-01-2012 00:31,345,488,441
01-01-2012 00:32,673,582,257
01-01-2012 00:32,333,301,519
01-01-2012 00:32,496,317,603
01-01-2012 00:32,201,97,786
01-01-2012 00:32,220,271,32
01-01-2012 00:32,197,624,44
01-01-2012 00:32,715,218,946
01-01-2012 00:32,64,914,855
01-01-2012 00:32,500,985,248
01-01-2012 00:32,838,582,150
01-01-2012 00:32,485,135,360
01-01-2012 00:32,901,168,822
01-01-2012 00:32,618,896,640
01-01-2012 00:32,315,600,140
01-01-2012 00:32,106,280,484
01-01-2012 00:32,271,815,910
01-01-2012 00:32,639,930,38
01-01-2012 00:32,458,688,85
01-01-2012 00:32,274,868,259
01-01-2012 00:32,383,177,183
01-01-2012 00:32,600,743,5
01-01-2012 00:32,890,379,364
01-01-2012 00:32,986,372,257
01-01-2012 00:32,686,714,613
01-01-2012 00:32,713,20,593
01-01-2012 00:32,123,867,133
01-01-2012 00:32,940,591,466
01-01-2012 00:32,572,606,761
01-01-2012 00:32,496,848,779
01-01-2012 00:32,339,663,520
01-01-2012 00:32,695,173,853
01-01-2012 00:32,157,945,700
01-01-2012 00:32,518,122,910
01-01-2012 00:32,192,654,273
01-01-2012 00:32,916,174,320
01-01-2012 00:32,330,748,527
01-01-2012 00:32,417,975,714
01-01-2012 00:32,264,491,131
01-01-2012 00:32,833,315,277
01-01-2012 00:32,517,796,11
01-01-2012 00:32,452,759,145
01-01-2012 00:32,224,887,383
01-01-2012 00:32,193,406,491
01-01-2012 00:32,553,160,831
01-01-2012 00:32,759,4,542
01-01-2012 00:32,252,316,239
01-01-2012 00:32,13,563,900
01-01-2012 00:32,789,661,795
01-01-2012 00:32,754,444,8
01-01-2012 00:32,859,706,373
01-01-2012 00:32,764,363,635
01-01-2012 00:32,294,506,232
01-01-2012 00:32,601,589,64
01-01-2012 00:32,393,414,47
01-01-2012 00:32,358,560,208
01-01-2012 00:32,36,67,616
01-01-2012 00:32,259,590,419
01-01-2012 00:32,83,243,872
01-01-2012 00:32,417,843,519
01-01-2012 00:32,35,669,676
01-01-2012 00:33,152,205,224
01-01-2012 00:33,544,465,283
01-01-2012 00:33,5,954,97
01-01-2012 00:33,478,87,535
01-01-2012 00:33,527,435,316
01-01-2012 00:33,434,126,132
01-01-2012 00:33,197,680,493
01-01-2012 00:33,201,470,442
01-01-2012 00:33,482,840,827
01-01-2012 00:33,101,369,865
01-01-2012 00:33,388,977,832
01-01-2012 00:33,935,741,849
01-01-2012 00:33,126,553,552
01-01-2012 00:33,702,27,682
01-01-2012 00:33,920,331,719
01-01-2012 00:33,695,646,688
01-01-2012 00:33,472,188,378
01-01-2012 00:33,882,844,146
01-01-2012 00:33,42,753,693
01-01-2012 00:33,280,151,226
01-01-2012 00:33,739,44,743
01-01-2012 00:33,626,959,835
01-01-2012 00:33,573,136,717
01-01-2012 00:33,600,909,874
01-01-2012 00:33,238,457,598
01-01-2012 00:33,330,721,660
01-01-2012 00:33,605,857,470
01-01-2012 00:33,419,271,669
01-01-2012 00:33,200,74,791
01-01-2012 00:33,967,505,88
01-01-2012 00:33,392,641,244
01-01-2012 00:33,224,100,359
01-01-2012 00:33,326,839,839
01-01-2012 00:33,564,85,170
01-01-2012 00:33,577,635,67
01-01-2012 00:33,978,105,4
01-01-2012 00:33,244,572,827
01-01-2012 00:33,619,314,187
01-01-2012 00:33,846,326,203
01-01-2012 00:33,38,752,971
01-01-2012 00:33,408,774,231
01-01-2012 00:33,584,369,515
01-01-2012 00:33,141,490,107
01-01-2012 00:33,285,134,570
01-01-2012 00:33,200,124,198
01-01-2012 00:33,430,97,201
01-01-2012 00:33,257,650,648
01-01-2012 00:33,133,661,781
01-01-2012 00:33,15,210,517
01-01-2012 00:33,588,489,479
01-01-2012 00:33,386,476,179
01-01-2012 00:33,436,892,224
01-01-2012 00:33,930,626,673
01-01-2012 00:33,116,270,380
01-01-2012 00:33,188,91,620
01-01-2012 00:33,140,191,246
01-01-2012 00:33,686,139,225
01-01-2012 00:33,416,97,442
01-01-2012 00:33,724,683,557
01-01-2012 00:33,570,389,861
01-01-2012 00:34,489,551,205
01-01-2012 00:34,346,184,516
01-01-2012 00:34,659,81,204
01-01-2012 00:34,42,61,13
01-01-2012 00:34,376,223,194
01-01-2012 00:34,928,328,31
01-01-2012 00:34,305,135,915
01-01-2012 00:34,663,104,370
01-01-2012 00:34,756,167,759
01-01-2012 00:34,995,913,613
01-01-2012 00:34,629,470,708
01-01-2012 00:34,272,288,111
01-01-2012 00:34,272,371,790
01-01-2012 00:34,333,839,608
01-01-2012 00:34,116,900,6
01-01-2012 00:34,576,775,963
01-01-2012 00:34,45,810,727
01-01-2012 00:34,87,524,433
01-01-2012 00:34,355,178,209
01-01-2012 00:34,44,27,419
01-01-2012 00:34,13,924,515
01-01-2012 00:34,860,846,875
01-01-2012 00:34,756,147,422
01-01-2012 00:34,928,16,45
01-01-2012 00:34,410,546,357
01-01-2012 00:34,517,596,165
01-01-2012 00:34,597,312,492
01-01-2012 00:34,763,832,31
01-01-2012 00:34,391,485,572
01-01-2012 00:34,277,524,185
01-01-2012 00:34,965,694,826
01-01-2012 00:34,806,348,532
01-01-2012 00:34,758,298,465
01-01-2012 00:34,450,345,817
01-01-2012 00:34,568,496,132
01-01-2012 00:34,332,436,96
01-01-2012 00:34,0,517,218
01-01-2012 00:34,972,66,634
01-01-2012 00:34,247,528,77
01-01-2012 00:34,850,968,77
01-01-2012 00:34,423,896,976
01-01-2012 00:34,582,755,624
01-01-2012 00:34,780,121,862
01-01-2012 00:34,466,172,56
01-01-2012 00:34,14,796,303
01-01-2012 00:34,700,876,86
01-01-2012 00:34,918,835,335
01-01-2012 00:34,749,305,819
01-01-2012 00:34,184,679,405
01-01-2012 00:34,159,36,705
01-01-2012 00:34,956,680,410
01-01-2012 00:34,42,401,284
01-01-2012 00:34,284,967,910
01-01-2012 00:34,724,706,213
01-01-2012 00:34,715,642,548
01-01-2012 00:34,786,123,806
01-01-2012 00:34,170,787,895
01-01-2012 00:34,39,983,330
01-01-2012 00:34,848,530,741
01-01-2012 00:34,791,443,902
01-01-2012 00:35,256,59,961
01-01-2012 00:35,815,841,851
01-01-2012 00:35,503,98,944
01-01-2012 00:35,6,596,431
01-01-2012 00:35,30,562,208
01-01-2012 00:35,187,203,839
01-01-2012 00:35,59,223,78
01-01-2012 00:35,330,194,568
01-01-2012 00:35,229,478,919
01-01-2012 00:35,241,406,91
01-01-2012 00:35,838,886,287
01-01-2012 00:35,477,582,482
01-01-2012 00:35,508,377,816
01-01-2012 00:35,429,807,755
01-01-2012 00:35,73,52,189
01-01-2012 00:35,642,513,181
01-01-2012 00:35,101,562,866
01-01-2012 00:35,485,557,734
01-01-2012 00:35,18,661,914
01-01-2012 00:35,660,794,499
01-01-2012 00:35,638,660,591
01-01-2012 00:35,438,540,288
01-01-2012 00:35,458,265,404
01-01-2012 00:35,144,825,190
01-01-2012 00:35,445,841,860
01-01-2012 00:35,773,649,813
01-01-2012 00:35,326,522,938
01-01-2012 00:35,953,234,37
01-01-2012 00:35,487,406,45
01-01-2012 00:35,636,799,728
01-01-2012 00:35,113,962,731
01-01-2012 00:35,136,259,49
01-01-2012 00:35,964,76,72
01-01-2012 00:35,14,361,442
01-01-2012 00:35,881,980,19
01-01-2012 00:35,746,707,875
01-01-2012 00:35,995,986,565
01-01-2012 00:35,908,764,776
01-01-2012 00:35,395,151,539
01-01-2012 00:35,774,47,103
01-01-2012 00:35,14,16,690
01-01-2012 00:35,328,225,485
01-01-2012 00:35,423,834,673
01-01-2012 00:35,625,877,645
01-01-2012 00:35,203,775,154
01-01-2012 00:35,845,597,616
01-01-2012 00:35,69,732,491
01-01-2012 00:35,751,261,429
01-01-2012 00:35,44,423,899
01-01-2012 00:35,767,167,279
01-01-2012 00:35,959,945,564
01-01-2012 00:35,402,234,698
01-01-2012 00:35,18,351,293
01-01-2012 00:35,379,370,359
01-01-2012 00:35,916,36,342
01-01-2012 00:35,696,814,208
01-01-2012 00:35,798,490,549
01-01-2012 00:35,514,994,904
01-01-2012 00:35,430,956,378
01-01-2012 00:35,331,648,942
01-01-2012 00:36,158,852,295
01-01-2012 00:36,102,304,355
01-01-2012 00:36,819,756,297
01-01-2012 00:36,994,597,5
01-01-2012 00:36,270,27,433
01-01-2012 00:36,703,202,649
01-01-2012 00:36,294,990,787
01-01-2012 00:36,636,259,173
01-01-2012 00:36,971,666,432
01-01-2012 00:36,517,948,498
01-01-2012 00:36,291,484,630
01-01-2012 00:36,533,246,728
01-01-2012 00:36,373,956,287
01-01-2012 00:36,947,588,51
01-01-2012 00:36,972,308,365
01-01-2012 00:36,925,156,864
01-01-2012 00:36,315,30,926
01-01-2012 00:36,157,589,662
01-01-2012 00:36,483,480,539
01-01-2012 00:36,248,167,287
01-01-2012 00:36,236,503,857
01-01-2012 00:36,707,790,653
01-01-2012 00:36,608,964,201
01-01-2012 00:36,633,328,775
01-01-2012 00:36,716,184,460
01-01-2012 00:36,687,1,469
01-01-2012 00:36,289,565,819
01-01-2012 00:36,228,484,651
01-01-2012 00:36,54,68,873
01-01-2012 00:36,45,672,597
01-01-2012 00:36,795,632,10
01-01-2012 00:36,694,676,278
01-01-2012 00:36,867,970,294
01-01-2012 00:36,214,588,982
01-01-2012 00:36,568,333,224
01-01-2012 00:36,883,272,526
01-01-2012 00:36,376,380,70
01-01-2012 00:36,293,752,861
01-01-2012 00:36,880,923,981
01-01-2012 00:36,834,576,258
01-01-2012 00:36,739,351,589
01-01-2012 00:36,866,149,661
01-01-2012 00:36,347,516,852
01-01-2012 00:36,452,432,900
01-01-2012 00:36,598,834,130
01-01-2012 00:36,520,904,665
01-01-2012 00:36,394,313,680
01-01-2012 00:36,671,146,732
01-01-2012 00:36,597,438,582
01-01-2012 00:36,860,13,16
01-01-2012 00:36,742,139,440
01-01-2012 00:36,730,136,652
01-01-2012 00:36,450,975,373
01-01-2012 00:36,672,196,854
01-01-2012 00:36,678,674,270
01-01-2012 00:36,292,271,815
01-01-2012 00:36,644,231,15
01-01-2012 00:36,688,515,136
01-01-2012 00:36,122,140,982
01-01-2012 00:36,67,626,471
01-01-2012 00:37,46,817,92
01-01-2012 00:37,94,638,970
01-01-2012 00:37,641,94,179
01-01-2012 00:37,332,222,279
01-01-2012 00:37,138,174,971
01-01-2012 00:37,717,959,443
01-01-2012 00:37,87,553,418
01-01-2012 00:37,635,710,337
01-01-2012 00:37,90,445,511
01-01-2012 00:37,729,654,802
01-01-2012 00:37,594,695,314
01-01-2012 00:37,965,37,765
01-01-2012 00:37,361,603,238
01-01-2012 00:37,259,179,291
01-01-2012 00:37,680,78,708
01-01-2012 00:37,639,904,215
01-01-2012 00:37,436,885,137
01-01-2012 00:37,627,609,421
01-01-2012 00:37,841,29,942
01-01-2012 00:37,48,175,208
01-01-2012 00:37,244,881,577
01-01-2012 00:37,557,572,117
01-01-2012 00:37,88,799,926
01-01-2012 00:37,899,751,645
01-01-2012 00:37,816,741,93
01-01-2012 00:37,494,761,352
01-01-2012 00:37,929,968,643
01-01-2012 00:37,599,974,371
01-01-2012 00:37,544,211,846
01-01-2012 00:37,615,627,403
01-01-2012 00:37,974,692,179
01-01-2012 00:37,782,453,415
01-01-2012 00:37,184,463,498
01-01-2012 00:37,256,143,695
01-01-2012 00:37,547,72,948
01-01-2012 00:37,208,165,862
01-01-2012 00:37,683,55,743
01-01-2012 00:37,9,379,375
01-01-2012 00:37,378,839,752
01-01-2012 00:37,26,221,721
01-01-2012 00:37,404,135,573
01-01-2012 00:37,656,954,41
01-01-2012 00:37,758,251,15
01-01-2012 00:37,742,220,665
01-01-2012 00:37,141,672,742
01-01-2012 00:37,405,643,728
01-01-2012 00:37,863,158,221
01-01-2012 00:37,572,339,993
01-01-2012 00:37,451,227,392
01-01-2012 00:37,38,927,282
01-01-2012 00:37,900,758,351
01-01-2012 00:37,27,427,851
01-01-2012 00:37,53,45,944
01-01-2012 00:37,483,853,547
01-01-2012 00:37,165,345,196
01-01-2012 00:37,979,67,659
01-01-2012 00:37,408,111,506
01-01-2012 00:37,798,168,586
01-01-2012 00:37,587,201,688
01-01-2012 00:37,314,951,147
01-01-2012 00:38,122,803,368
01-01-2012 00:38,920,378,347
01-01-2012 00:38,736,124,798
01-01-2012 00:38,136,891,756
01-01-2012 00:38,272,523,738
01-01-2012 00:38,414,786,448
01-01-2012 00:38,558,715,155
01-01-2012 00:38,171,235,634
01-01-2012 00:38,268,898,334
01-01-2012 00:38,69,602,824
01-01-2012 00:38,122,258,839
01-01-2012 00:38,881,200,868
01-01-2012 00:38,56,918,632
01-01-2012 00:38,433,849,722
01-01-2012 00:38,399,295,123
01-01-2012 00:38,123,374,70
01-01-2012 00:38,842,639,487
01-01-2012 00:38,708,383,494
01-01-2012 00:38,652,415,361
01-01-2012 00:38,594,320,120
01-01-2012 00:38,455,16,68
01-01-2012 00:38,825,395,232
01-01-2012 00:38,551,410,836
01-01-2012 00:38,337,818,557
01-01-2012 00:38,389,360,570
01-01-2012 00:38,124,326,614
01-01-2012 00:38,685,849,353
01-01-2012 00:38,278,410,258
01-01-2012 00:38,904,626,739
01-01-2012 00:38,97,985,107
01-01-2012 00:38,929,935,270
01-01-2012 00:38,829,672,451
01-01-2012 00:38,925,527,502
01-01-2012 00:38,837,508,538
01-01-2012 00:38,139,733,223
01-01-2012 00:38,680,126,110
01-01-2012 00:38,535,923,225
01-01-2012 00:38,873,41,889
01-01-2012 00:38,597,80,397
01-01-2012 00:38,754,238,78
01-01-2012 00:38,575,974,327
01-01-2012 00:38,825,77,576
01-01-2012 00:38,960,784,164
01-01-2012 00:38,844,182,717
01-01-2012 00:38,755,655,814
01-01-2012 00:38,213,820,724
01-01-2012 00:38,485,827,433
01-01-2012 00:38,738,466,781
01-01-2012 00:38,728,243,269
01-01-2012 00:38,110,821,108
01-01-2012 00:38,960,438,677
01-01-2012 00:38,246,377,754
01-01-2012 00:38,784,52,341
01-01-2012 00:38,89,766,451
01-01-2012 00:38,295,426,114
01-01-2012 00:38,871,814,436
01-01-2012 00:38,904,892,702
01-01-2012 00:38,794,152,484
01-01-2012 00:38,954,10,195
01-01-2012 00:38,268,287,659
01-01-2012 00:39,528,534,899
01-01-2012 00:39,85,486,479
01-01-2012 00:39,85,10,193
01-01-2012 00:39,856,399,605
01-01-2012 00:39,164,331,428
01-01-2012 00:39,671,833,160
01-01-2012 00:39,554,691,835
01-01-2012 00:39,248,625,880
01-01-2012 00:39,327,987,970
01-01-2012 00:39,851,97,695
01-01-2012 00:39,268,830,300
01-01-2012 00:39,911,951,448
01-01-2012 00:39,115,457,505
01-01-2012 00:39,12,692,224
01-01-2012 00:39,110,373,528
01-01-2012 00:39,561,504,255
01-01-2012 00:39,551,426,307
01-01-2012 00:39,911,554,888
01-01-2012 00:39,79,690,320
01-01-2012 00:39,852,443,23
01-01-2012 00:39,821,941,787
01-01-2012 00:39,432,13,640
01-01-2012 00:39,85,756,692
01-01-2012 00:39,838,382,740
01-01-2012 00:39,415,899,911
01-01-2012 00:39,720,157,865
01-01-2012 00:39,103,710,19
01-01-2012 00:39,187,800,867
01-01-2012 00:39,587,270,56
01-01-2012 00:39,526,147,720
01-01-2012 00:39,297,109,988
01-01-2012 00:39,215,424,14
01-01-2012 00:39,395,786,140
01-01-2012 00:39,369,160,627
01-01-2012 00:39,349,646,894
01-01-2012 00:39,43,273,444
01-01-2012 00:39,745,237,303
01-01-2012 00:39,920,828,843
01-01-2012 00:39,673,596,454
01-01-2012 00:39,29,591,698
01-01-2012 00:39,568,446,686
01-01-2012 00:39,422,469,885
01-01-2012 00:39,399,708,968
01-01-2012 00:39,91,378,873
01-01-2012 00:39,606,531,913
01-01-2012 00:39,336,797,675
01-01-2012 00:39,77,240,536
01-01-2012 00:39,508,300,167
01-01-2012 00:39,899,65,861
01-01-2012 00:39,489,281,458
01-01-2012 00:39,581,293,594
